,Unnamed: 0,texts,+,-,?,Communication,Quality,Price,Safety
15,585,"Хочу сказать большое спасибо сотруднику банка П-му Артему Александровичу за помощь и неравнодушие,у меня возникли большие трудности с оплатой кредита, он вник в ситуацию и очень помог и продолжает помогать!Он всегда общается очень вежливо и с...",0.9938133,0.00077135,0.0054153604,0.5328439,0.46602044,0.0005586478,0.0005769402
16,185,"12 октября стала клиентом ВТБ, для того, чтобы открыть вклад ""Надёжная основа"" на 370 дней под 8,3% годовых. Сразу вклад открыть не получилось - мобильное приложение даёт ошибку ""Сервис временно недоступен"". При попытке открыть вклад через...",0.003743513,0.9659709,0.030285675,0.12810947,0.83556074,0.028780304,0.0075495043
17,5201,"Пользуюсь кредитной картой Альфа-Банка уже как пару лет. В целом вопросов не было, да и проблем тоже, так как использовал карту исключительно как деньги до зарплаты.  В октябре увидел акцию ""Повышенный кэшбэк от МВидео"". И в этот месяц приобрел...",0.38605744,0.35591358,0.25802898,0.07068862,0.83703554,0.080239356,0.012036432
18,269,"Сбербанк уже 2й раз списывает автоматически с карты алименты в погашение кредита! Карту отвязать с автоплатежа не получается, т.к. она единственная активная. В прошлый раз 3 суток возвращали деньги!! Безобразие!!! Списали 33489,88р 10.10. Когда...",0.00083030213,0.99083686,0.0083329,0.51157486,0.41001844,0.035685446,0.042721186
19,798,"Здравствуйте, 17 июля столкнулась с неприятной ситуацией на Яровом и их картой ""причал"". На карту деньги не пришли, но списались со счета Тинькофф. На следующий день я покидали Яровое, но зачисления так и не было, хотя деньги были списаны и...",0.006308048,0.93040216,0.06328988,0.18869258,0.74078,0.049336374,0.021191034
20,6345,"Получил кредитку, сказал курьеру отключить все платные услуги и страховки по карте. Снял наличку сколько нужно. И убрал карту, не пользовался. А так как пользуюсь. Альфа-картой. Месяца через два увидел случайно списание по кредитке - 683.74р....",0.5742066,0.13135132,0.29444206,0.2708501,0.7093014,0.016749877,0.0030986106
21,3428,"Добрый день! Выражаю свою признательность за профессионализм сотруднику банка - Главному клиентскому менеджеру Д-ву Дмитрию.  Всю информацию дает четко, доступно и понятно, учитывает и предупреждает о всех моментах сделки. Оперативно отвечает...",0.9672915,0.009119817,0.023588719,0.48271972,0.51709217,2.9377445e-05,0.00015873362
22,7544,"По итогу начали служебную проверку в отношении сотрудника, также было написано заявление в МВД по ЦАО. Оценку ставлю 3, только из-за двух девушек которые очень быстро решили вопрос. В итоге смешенные ощущения от опыта посещения данного отделения....",0.3224629,0.44786146,0.22967568,0.672492,0.3269441,0.00014756249,0.00041626298
23,7854,"Пользуюсь услугами банка давно и до последнего момента был доволен.  Чудеса начались неделю назад, когда мне на карту пришёл ошибочный платёж. Платёж был через систему быстрых платежей. Я сразу обратился в банк, т.к. знал, что это теоретически...",0.6756156,0.047281016,0.27710336,0.39163262,0.599552,0.0042422903,0.0045731394
24,7492,"02.08.2021 я передал в ПАО Сбербанк заявление о приеме к исполнению исполнительного листа ФС№ 03***82, для взыскания денежных средств в размере 214906,50 руб. с ООО НТК «И***ст». 11.08.2021 Банк прислал СМС-сообщение о том, что исполнительный...",0.0014063356,0.003169521,0.9954242,0.74429977,0.24017628,0.003974276,0.011549694
25,4671,"Я являюсь клиентом банка Открытие на протяжении 1 месяца. С меня взяли деньги за обслуживание карты за 1 год вперёд. По истечении 1 месяца я карту и счёт в банке планирую закрыть. Учитывая, что я все кредитные деньги вернул на кредитную карту Банк...",0.08145606,0.19195148,0.7265925,0.11133209,0.72029847,0.15848169,0.009887796
26,6856,"Взял потребительский кредит в Совкомбанке, за который при полном погашении долга и соблюдении условий банка, возвращаются проценты. Кредит был оформлен в мае на сумму 350000 руб., параллельно пользуюсь кредитной картой. Я должен ежемесячно...",0.14006403,0.21734627,0.6425897,0.2327108,0.6018464,0.15700382,0.008438972
27,7202,"Столкнулся с проблемой, страховки. При получении кредитки мне была таки навязана услуга страховки. При попытке отключить ее банк ссылается на пункт 4,2 участия в программе страхования. Который гласит, что клиент лично должен посетить офис банка...",0.012333648,0.8830246,0.10464176,0.67838144,0.31503564,0.0025363504,0.004046522
28,4530,"У меня была карта Восток, банка Восточный, после того как последний стал частью Совкомбанка, карта стала Халвой. Были даны отличные акционные условия на несколько месяцев пользования, 10% на остаток при тратах от 10 000 и 5 покупках, а также...",0.6840175,0.04042262,0.27555987,0.035257977,0.90309495,0.058617458,0.0030295504
29,383,"С банком с 2020 года, но менять не собираюсь. Событий в стране достаточно, поэтому нужен банк , который быстро подстраивается под реальность. Быстрый ответ операторов в чате или по телефону для консультации и прояснения проблем, которые у меня по...",0.007999345,0.9706895,0.02131115,0.300238,0.6876609,0.0042082113,0.007892857
30,4506,14.02.2022г на счет моей матери 408179**************11 ( я являюсь доверенным лицом по данному счету) Г-ич Альбине М. был сделан перевод в размере 100 000 евро из Германии. Отправитель Igor G-ch IBAN-DE66 1005 0000**** **** ** REF nomber...,0.005248946,0.0016476677,0.9931034,0.8167116,0.1021542,0.0012950832,0.079839185
31,1798,"Здравствуйте. Вроде всё недавно было хорошо, но только похвалишь и всё из рук вон плохо. Когда с таким сталкиваешься - даже не представляю что за некомпетентный человек там работает. Дано: составил обращение от 1.07 CR-9249799, суть обращения...",0.7069534,0.06718206,0.22586453,0.3380075,0.65304834,0.004297979,0.00464624
32,6511,"Пытаюсь продлить страховой полис. На сайте нет списка одобренных страховых, решил узнать кто же аккредитован. Написал на почту, уже прошло больше 3 дней ответа нет, написал в чат - они не знают, позвонил оператор перевел на другого и понеслось....",5.9931804e-06,0.99820554,0.0017885491,0.6245423,0.36724803,0.0016731749,0.006536526
33,2071,Прошу проверить звонок от 01.07.2022 в 17:58 (самарское время) с номера 89******** на номер 88002000000 и наказать сотрудника по всей вашей строгости. Он неадекватен. 27.06.2022 обращался в офис банка по адресу г. Тольятти ул Гагарина 14 для...,0.01741987,0.0069224574,0.97565764,0.9353582,0.060449347,6.911786e-05,0.0041233054
34,968,"Я взял 31.07.2022 я взял автокредит в диллерском центре Джили в городе Иркутске. При оформлении кредитного договора сотрудник РосБанка сообщил, чтобы получить низкий кредитный процент нужно будет оформить дополнительную услугу от партнера...",0.05752299,0.005426399,0.9370506,0.58559114,0.35854548,0.022359509,0.03350382
35,4571,"Здравствуйте. В декабре 2021 года закрыл все счета в банке, при закрытии мастер-счёта операционист сказал, что отдельного заявления на прекращение обработку персональных данных нет, т.к. оно входит в заявление при закрытии мастер-счёта, поэтому...",0.0007739559,0.9491424,0.050083637,0.55344117,0.44201615,0.0010263209,0.0035163697
36,957,"Раньше в моём городе был банк Золотое кольцо Урала потом он вошёл в МКБ,оттуда я и узнал про него. Получил кредит в приложении и обратился вчера в отделение на проспект Большевиков с несколькими вопросами. Очереди не было, по талону сразу...",0.06533522,0.60766405,0.32700077,0.19523677,0.79997313,0.0031960069,0.001594109
37,3310,25 марта 2022 я отправила SWIFT перевод близкому родственнику в Грузию﻿30 марта 2022 пришло сообщение от банка Тинькофф с просьбой уточнить реквизиты банка корреспондента31 марта 2022 я предоставила Тинькофф данные банка корреспондента4 мая 2022...,0.0007433563,0.0035280052,0.9957287,0.8628115,0.02261786,0.0014356198,0.11313504
38,5051,"Мы все часто забываем очевидные вещи... Хочу вам напомнить про одну из них: Пользуясь банкоматом Сбербанка для внесения наличных надо осознавать, что операция может не пройти в любой момент и ваши деньги вы больше не увидите длительное время (а...",0.00010859084,0.99816245,0.001728954,0.55133134,0.42404637,0.004474841,0.020147426
39,235,"14 октября 2022 года срочно понадобилось перевезти крупную сумму в другой банк. Обратилась в несколько банков, комиссия в Сбербанке за такой перевод 3%. Обратилась к Людмиле Б-ой, срочным звонком на личный сотовый телефон, Она пригласила меня в...",0.31061095,0.019305266,0.6700837,0.7784335,0.18173838,0.025229653,0.0145983705
40,6858,"Проблемы с которыми пришлось столкнуться и часть из которых оказалась не решена: Неправильный расчёт процентов по накопительному счёту.Необоснованное списание средств за смс информирование по карте, которого не подключал. Поскольку полный отзыв...",0.003193205,0.9710273,0.025779417,0.20942947,0.77518415,0.013098878,0.0022874617
41,5838,"Сегодня полдня в ВТБ не работает СБП, звоню в банк с вопросом в чем дело и когда заработает СБП. Ответ ВТБ: Здравствуйте! В* М*, действительно, на данный моментвозможны ограничения в проведении исходящего перевода по системе быстрых платежей, а...",0.082609504,0.86324525,0.05414527,0.26348588,0.7331418,0.0015482978,0.0018240797
42,5482,Добрый день у меня проблема положил деньги в банкомат он их взял и завис обратились в поддержку оставили заявку нам ответили в смс ждите с 04.01.22 до 16.01.22 наступила дата решения прислали еще смс продлено до 25.01.22 я не понимаю в чем проблема...,0.006864163,0.83291095,0.16022483,0.5112997,0.485154,0.0021565529,0.0013897964
43,6759,"Оплатила ЖКХ 8 ноября через Сбербанк онлайн и попыталась распечатать бумажное подтверждение платежа. Из предложенных в приложении двух вариантов -первый- чек слишком мелкий, буквы даже не пропечатываются. Он стал ещё мельче, чем в прошлом месяце, в...",0.50549644,0.11446498,0.3800386,0.15486549,0.62269586,0.21879809,0.0036405863
44,5697,"Хороший банк, на 4 из 5, но 5 я бы никому не поставил в РФ. Всё корректно, но нужно скрупулёзно изучить весь процесс, и, желательно (обязательно) проверять слова операционистов в офисе, они зачастую чудят, горячая линия, чат - норм, конструктивные...",0.6428963,0.16779543,0.18930824,0.25319186,0.70468044,0.03607876,0.0060489937
45,7959,"01.09.2021 года я подал заявку на оформление дебетовой карты на сайте банка, при входящем звонке от сотрудника банка выяснилось, что у банка нет данных о коде подразделения отдела милиции моего паспорта. В связи с чем оформление карты стало...",0.0012314871,0.90177524,0.09699322,0.5354633,0.06940716,0.0019098994,0.39321968
46,6033,"После перевыпуска дебетовой карты попытался привязать её к имеющимся у меня платёжным системам. В частности к PayPal и к службе оплаты подписок Microsoft. Пробовал несколько раз, и каждый раз мне приходил отказ на основании того, что банк-эмитент...",0.52759457,0.14650394,0.32590148,0.41958603,0.5758923,0.00133083,0.0031908057
47,7421,"Я хочу выразить своим отзывом благодарность сотруднику ""МТС - Бснка"" в г. Чита, кассиру Л-ой Наталье А. за чуткое отношение к своим клиентам. 07.10.2021 года в 11:30 обратился по адресу г. Чита ул. Анохина 65 для обмена валюты. Конкретно мне надо...",0.957713,0.011020897,0.031266168,0.7223561,0.27664456,0.00016437634,0.00083494553
48,4979,"Приветствую  Не хотел писать этот отзыв но придется, накипело. ..реально. Ваш Банк пробил дно, настоящее днище которое можно среди всех Банков. Мало того что на вашу горячую линию тяжело дозвониться... Ожидание на линии более 9-10 минут, так еще и...",0.04600606,0.5396417,0.41435224,0.60850894,0.38334152,0.0029501969,0.0051992987
49,5347,"Хотел написать заявление в полицию по факту хищения средств со счета в МТС банке, на просьбу предоставить платежку или справку о том куда ушли мои деньги - сотрудники техподдержки сообщили что они этого делать не умеют и не будут и предложили...",0.002050278,0.92805237,0.06989742,0.69129956,0.28867412,0.0087988805,0.011227503
50,1549,"Работники юр.отдела банка терроризируют меня долгое время телефонными звонками в связи с кредитом не мою взятым. Кредитор взял неизвестную мне сумму, указав мой телефон. О заёме меня никто не уведомил.  В данный момент на протяжении более месяца...",0.00027390933,0.969098,0.030628087,0.638446,0.04017357,0.001009728,0.32037073
51,1453,"я стал премиальные клиентом Бкс. у меня на счету находится сумма в евро. Бкс банк просто заблокировал их почти на месяц и не даёт перевести на биржу для продажи, а и более того продать в приложении. Поддержка отвечает что у них технический сбой и...",0.62588805,0.17329489,0.20081706,0.11114152,0.7150482,0.17022143,0.0035887682
52,6044,Система поддержки пользователей на нулевом уровне. Операторы не способны грамотно составить заявку  и в дальнейшем она просто закрывается без объяснения причин и уведомления пользователя. Не могут решить проблему неработающего сервиса...,1.6030008e-05,0.99775463,0.002229301,0.5697112,0.41335726,0.0013007171,0.01563086
53,7403,"Верный своей манере, начну издалека. Есть у меня очень дурная привычка - пытаться решить проблему до того, как она появится. Планируя поездку в Крым, я решил заблаговременно разобраться, где можно пополнить карту. Поэтому еще 25 июля я связался с...",0.128782,0.34882662,0.52239144,0.55494237,0.43066922,0.0065331156,0.007855211
54,7345,"11.10.2021 получил предложение об открытии брокерского счета в Альфа-Инвестициях через приложение Альфа-Банк. Исходя из предложения, мне необходимо было приобрести любые акции на сумму от 1000 рублей для того, чтобы получить подарок в виде двух...",0.01910545,0.030297618,0.950597,0.64383054,0.3212189,0.028467828,0.006482656
55,158,"Не так давно пользуюсь Совкомбанк, нравятся продукты банка. Но у меня была одна проблема не понятное мне касаемо подписки по карте халва 10. Я её подключил, первый месяц был бесплатным. Однако я решил отключить подписку из-за стоимости услуги 299...",0.065854624,0.7754447,0.15870073,0.3302213,0.661805,0.004314683,0.003659005
56,5558,30.12.21 вечером я начал переносить данные на свой новый смартфон. Установил и вошёл в приложение Альфа-банка на новом телефоне. При попытке перевести деньги со своей дебетной карты Альфа-банка на карту другого банка получил блокировку этой...,0.07240402,0.53763807,0.3899579,0.62154543,0.10849313,0.00991526,0.26004618
57,6684,"Банк привлёк самыми удобными условиями по накопительному счёту - в июле ставка была сопоставима по вкладам, где выплата в конце срока, отсутсвие капитализации и большая длительность Здесь же ещё увеличивают ставку для активных пользователей карты...",0.9433137,0.018190362,0.03849586,0.03793152,0.41283935,0.5475812,0.0016478256
58,2811,"Добрый вечер. Являюсь зарплатным клиентом банка ВТБ. Зарегистрировалась в программе ""Мультибонус, начала копить мили. Когда захотела потратить, узнала, что оказывается у меня профиль неактивирован. 25.05.2022 через приложение ВТБ через чат...",0.032428343,0.68042755,0.28714406,0.6814615,0.3033767,0.0036777256,0.011484041
59,2661,"В начале июня попытался оформить здесь дебет в приложении, но получил отказ, без объяснения причин, попытался сделать через сайт - результат один, мне отказывали. Через общение с оператором я понял, что когда-то давно я пытался заказать дебет...",0.00030310935,0.98716706,0.01252985,0.68537414,0.3132713,0.00025316735,0.0011013494
60,4380,"Решила переоткрыть свой вклад на новых условиях, что бы не ехать в отделение. При закрытии вклада мне пришла смс - ""Заявление на закрытие продукта приостановлено для проверки согласно ст.8 161-ФЗ. Звоню в техподдержку - трубку не берут..... Так как...",0.0005331714,0.9795364,0.019930407,0.5172529,0.47522062,0.0025670205,0.004959376
61,7829,"Стал клиентом МКБ почти десяток лет назад, совершенно случайно: их банкомат был в магазине рядом с домом в Долгопрудном, куда я тогда переехал жить. Поначалу просто хранил там деньги и использовал их карту, но потом случился КрымНаш, и я почти...",0.34133747,0.4494475,0.209215,0.030001387,0.9509381,0.01751904,0.0015415086
62,3019,"Мне нужно получить справку из банка с подтверждением суммы на банковском счете в оригинальном виде. Мне назначили встречу на определенное число. В день встречи позвонил курьер и сообщил, что моя справка не приехала в город, также он сказал, что со...",0.3883176,0.2467315,0.36495093,0.64473915,0.3487465,0.002109219,0.0044050887
63,374,"Добрый день! Контакт центр Сбербанка создали обращение. Номер 220930-0776-056300. В личном кабинете Сбербанк Онлайн уже 1,5 года не работает опция БКИ. Заказала кредитный отчет, а отчет не выгружается, пишет ошибка. А деньги списали. Ваш банк...",0.0010049564,0.9770195,0.021975592,0.381316,0.5370694,0.023008028,0.05860665
64,6622,"Не могу войти в мобильный банк в течение получаса, нужно сделать срочную оплату. Много попыток, ответ один : «Что-то пошло не так». Пытался дозвониться по телефону 88004444400, сообщают, что оператор ответит через 15 минут. Это продолжается в...",0.0031413967,0.9775023,0.019356344,0.85638696,0.14259762,0.0001726432,0.00084282
65,6840,В конце августа решила воспользоваться услугой от домклик и направить документы на распоряжением материнским капиталом на погашение части ипотеки напрямую через банк электронно. Необходимые документы предоставила в чат менеджеру. Проходит время...,0.021257015,0.06539126,0.9133518,0.5359534,0.44290233,0.016322514,0.004821667
66,1028,"16.08 я получила инвойс из Швейцарского банка, на оплату мне выделили 10 дней. Т.к. сейчас есть определенные проблемы с переводами за границу, я сразу побежала искать банк, который сможет это сделать. В первых трех банках меня развернули (либо...",0.024751073,0.72056234,0.25468656,0.45417345,0.5297515,0.006339285,0.009735813
67,2313,Несколько лет в ОТП как ИП и как физ.лицо. За это время никаких существенных проблем не было. Никаких комиссий с сегодняшнего дня (в худшую сторону лично меня вообще не затронули изменения тарифов). В текущее непростое время никаких сложностей...,0.6103176,0.2713258,0.118356615,0.25413072,0.74090993,0.0013914721,0.0035678803
68,1568,"Являюсь клиентом данного банка. Сначала открыл карту, стал получать заработную плату, очень понравился кеш за АЗС так как часто по работе бываю в командировке на личном авто, потом оформил кредит наличными по очень выгодной ставке. Недавно...",0.64902973,0.03772591,0.31324434,0.28023618,0.6548474,0.060534783,0.0043816403
69,6710,"Третий год, пользуюсь банком, всё устраивает, были разногласия, но всё урегулировали оперативно быстро и без затрат... Приложение работает на 5,переводы поступления моментально как и оплата. Связь с банком 24/7что позволяет в удобное для нас...",0.9456959,0.017740857,0.03656331,0.23690255,0.7212276,0.038225356,0.0036446045
70,4667,"Здравствуйте.Не получается самостоятельно зарегистрировать интернет-банк через форму саморегистрации на офф. сайте банка ни у меня ни у моих родителей. Телефоны в системе банка указывались при оформлении вкладов, но при регистрации пишет, что...",0.001718924,0.9438422,0.054438915,0.549433,0.39252472,0.0021735004,0.055868786
71,1333,"Пишу отзыв об оперативной работе технической поддержки. Возникли проблемы с начислением кэшбэк, оставила заявку в чат банка, была создана заявка, которая должна была рассматриваться в течении 10 дней. После был совершён звонок по горячей линии с...",0.09443772,0.5067503,0.39881203,0.5113463,0.48128432,0.0036339068,0.003735433
72,5391,"По моему мнению чат банка работает не для решения проблемы клиента, а чтобы он отстал.  По предложению банка я принял участие в акции:  ""Начните регулярно пополнять брокерский счет и инвестируйте со сниженной комиссией — 0,04% вместо...",0.011398137,0.9659249,0.022676816,0.37759444,0.59878486,0.020486683,0.003133966
73,4365,"Услугами банка я пользуюсь более 18 лет. Точно даже не помню. В начале, когда центральный офис находился в районе метро ""Октябрьское поле,""  потом когда открыли дополнительное отделение на ул. ""Народное ополчение"". Хочу отметить,что в обоих...",0.010801531,0.5005575,0.4886409,0.18982977,0.8055646,0.002105545,0.0025001843
74,4656,"на 28 февраля были заказаны денежные средства в офисе 7701 (Румянцево) в долларах и евро, купленные более года назад и находящиеся до этого на брокерском счете. Доллары мне выдали, а евро нет. Якобы, ждут вторую инкассацию и мне перезвонят. 01...",0.035583403,0.42698908,0.5374275,0.20985709,0.46921143,0.31311372,0.007817763
75,4578,"Обратился в отделение банка Краснополянский пр., 2, Лобня, Россия ТЦ Поворот   с заявлением на снятие 400 USD, которые у меня лежат на простом счете довольно давно.  Был получен ответ, что я должен заплатить 5% за снятие.  На вопрос на каком...",0.002457967,0.94168985,0.055852104,0.41608104,0.56236947,0.016476,0.0050734985
76,539,"Отношение банка к премиальным клиентам и придумывание условий на ходу из воздуха, которые не соответствуют заявленной информации. Являюсь премиальным клиентом банка Открытие уже достаточно давно. Сервис со стороны банка стремительно катится...",0.054945238,0.8935383,0.051516525,0.44952032,0.54034877,0.006435811,0.0036951744
77,5378,"Изначально хочу поблагодарить администрацию ЮMoney за то что они быстро решили мою проблему по номеру обращения — . Совсем недавно мой номер телефона попал в руки злоумышленников, поэтому мне пришлось экстренно менять номер телефона, а сделал Я...",0.018117711,0.9137153,0.06816693,0.7935827,0.15497144,0.0009987107,0.050447166
78,5082,"Здравствуйте. Я являюсь должником(счета арестованы) Сбера. Работаю на предприятии и получаю зарплату в Сбере. В данный период нахожусь на больничном. 01.02.22г поступил перевод по временной нетрудоспособности,который был списан в размере 100%....",0.0069642826,0.56199825,0.43103746,0.24534306,0.6988073,0.03737241,0.01847723
79,6291,Я попросил техподов – я не смог найти кнопку закрыть счет и попросил закрыть. Закрыли не то что надо! Чем думали - просто загадка! Это произошло буквально только что! Прошу срочно вмешаться в вопрос и все исправить.  Мне до утра теперь не спать? Я...,0.005950341,0.8536059,0.14044374,0.62755096,0.37097737,0.0005143638,0.0009572719
80,1288,"Здравствуйте, сегодня произошла очень неприятная ситуация. С кредитной карты с 0 кредитным лимитом произошло списание комиссии за обслуживание 149 рублей, причём пришло пуш уведомление, что списали 10 копеек, ни слова о полной сумме, что карта уже...",0.012903759,0.84967685,0.13741936,0.432015,0.5315431,0.013333638,0.023108304
81,4628,"Никогда не думала, что буду писать негатив про ВТБ. Я много лет пользуюсь их услугами и всегда была довольна. Но сегодня ни через мобильный банк, ни через ВТБ-онлайн мне не удалось продать металл со счета ОМС, который для того и заводится, чтобы...",0.025226146,0.79733366,0.17744021,0.360388,0.5908784,0.011108284,0.037625335
82,3735,"21 марта 2022 волею судеб пришлось столкнуться с банкоматом (N 377190) этого Банка, который присвоил мои личные денежные средства, не выдав сдачи. Не единожды обращался в отделение (около метро б-р Дм Донского), писал заявление на возврат и до сих...",0.00038186504,0.92609775,0.07352037,0.53412265,0.41240734,0.01115363,0.042316433
83,7558,"27.09 приходил открыть текущий счёт для оплаты страховки, попал на обслуживание к сотруднице - Д-ко Натальи. Получил максимально качественную, оперативную и подробную консультацию по всем интересующим меня вопросам. Дополнительно Наталья помогла...",0.9906969,0.0004340399,0.008869127,0.5343391,0.46513507,0.00010476816,0.0004210496
84,656,"Добрый день, ранее я являлась зарплатным клиентом вашео банка, но уже в январе 2022 года все счета и продукты вашего банка у меня были закрыты. Спустя 9 месяцев, мне в течении этой недели поступают коды для карты, которой у МЕНЯ НЕТ, а самое...",0.5704922,0.16407551,0.2654322,0.1609279,0.8210181,0.014150707,0.0039032733
